,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
112,015804.OF,华安添魁,华安基金,杭州银行,债券型,20221027,,,20220728,,6.0002,0.3,0.08,,1.0,0.0001,,中债综合全价指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,,,O
113,017010.OF,上投摩根天添盈C,上投摩根基金,中信银行,货币市场型,20221027,,,,,,0.33,0.05,,1.0,,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20221027,20221028,O
114,015941.OF,华夏聚信一年持有C,华夏基金,中信银行,混合型,20221027,,,20221012,,1.5473,0.6,0.1,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*12%+中证港股通综合指数收益率*3%,L,混合型,契约型开放式,,20221104,20231027,O
115,015786.OF,诺安货币C,诺安基金,中国工商银行,货币市场型,20221027,,,,,,0.33,0.1,,1.0,,,当期银行个人活期储蓄利率(税后),L,货币型,契约型开放式,,20221027,20221028,O
116,015940.OF,华夏聚信一年持有A,华夏基金,中信银行,混合型,20221027,,,20221012,,2.0165,0.6,0.1,,1.0,0.0001,,中债综合指数收益率*85%+中证800指数收益率*12%+中证港股通综合指数收益率*3%,L,混合型,契约型开放式,,20221104,20231027,O
117,016187.OF,南方景气楚荟3个月持有A,南方基金,招商银行,混合型,20221027,,,20220801,,0.5578,1.0,0.2,,1.0,0.0001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,,,O
118,015639.OF,中融养老目标日期2045三年持有,中融基金,招商银行,混合型,20221027,,,20221012,,0.1036,0.9,0.2,,1.0,0.0001,,中债综合指数收益率*50%+中证800指数收益率*45%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,,,O
119,016915.OF,中金华证清洁能源A,中金基金,宁波银行,股票型,20221027,,,20221024,,0.0502,0.5,0.1,,1.0,0.001,,华证清洁能源主题指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221102,20221102,O
120,016916.OF,中金华证清洁能源C,中金基金,宁波银行,股票型,20221027,,,20221024,,0.05,0.5,0.1,,1.0,0.001,,华证清洁能源主题指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221102,20221102,O
121,015350.OF,银河季季盈90天滚动A,银河基金,交通银行,债券型,20221026,,,20220819,,0.947,0.2,0.05,,1.0,0.001,,中债综合财富(1年以下)指数收益率*90%+一年期定期存款基准利率(税后)*10%,L,债券型,契约型开放式,,,,O
122,015351.OF,银河季季盈90天滚动C,银河基金,交通银行,债券型,20221026,,,20220819,,1.2818,0.2,0.05,,1.0,0.001,,中债综合财富(1年以下)指数收益率*90%+一年期定期存款基准利率(税后)*10%,L,债券型,契约型开放式,,,,O
123,016727.OF,鑫元嘉利一年定开,鑫元基金,兴业银行,债券型,20221026,,,20221017,,30.1,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,,,O
124,015893.OF,广发景益,广发基金,中信银行,债券型,20221026,,,20221010,,44.0054,0.3,0.1,,1.0,0.0001,,中债-新综合全价(总值)指数收益率*90%+一年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,,,O
125,588350.SH,双创50ETF基金,鹏扬基金,中国农业银行,股票型,20221026,,20221110,20221011,,4.9055,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,I,被动指数型,契约型开放式,,20221110,20221110,E
126,015555.OF,兴银成长精选A,兴银基金,海通证券,混合型,20221025,,,20220915,,0.0072,1.5,0.2,,1.0,0.0001,,中证800指数收益率*75%+中债综合全价(总值)指数收益率*25%,L,混合型,契约型开放式,,,,O
127,015556.OF,兴银成长精选C,兴银基金,海通证券,混合型,20221025,,,20220915,,2.2995,1.5,0.2,,1.0,0.0001,,中证800指数收益率*75%+中债综合全价(总值)指数收益率*25%,L,混合型,契约型开放式,,,,O
128,016901.OF,工银瑞信四季收益C,工银瑞信基金,中国农业银行,债券型,20221025,,,,,,0.6,0.2,,1.0,,,中债信用债(财富)总指数收益率*80%+中债国开行债券(1~3年)总财富指数收益率*20%,L,债券型,契约型开放式,,20221025,20221026,O
129,016014.OF,南方碳中和C,南方基金,中国农业银行,股票型,20221025,,,20221010,,0.0149,1.5,0.25,,1.0,0.0001,,中证内地低碳经济主题指数收益率*70%+中证港股通综合指数(人民币)收益率*15%+上证国债指数收益率*15%,L,股票型,契约型开放式,,,,O
130,016421.OF,万家惠利A,万家基金,中国农业银行,债券型,20221025,,,20221010,,27.582,0.7,0.15,,1.0,0.0001,,中债新综合指数(全价)收益率*90%+沪深300指数收益率*5%+恒生指数收益率*5%,L,债券型,契约型开放式,,,,O
131,016013.OF,南方碳中和A,南方基金,中国农业银行,股票型,20221025,,,20221010,,0.4674,1.5,0.25,,1.0,0.0001,,中证内地低碳经济主题指数收益率*70%+中证港股通综合指数(人民币)收益率*15%+上证国债指数收益率*15%,L,股票型,契约型开放式,,,,O
132,016422.OF,万家惠利C,万家基金,中国农业银行,债券型,20221025,,,20221010,,19.7709,0.7,0.15,,1.0,0.0001,,中债新综合指数(全价)收益率*90%+沪深300指数收益率*5%+恒生指数收益率*5%,L,债券型,契约型开放式,,,,O
133,016681.OF,中金中证500ESG基准指数增强C,中金基金,宁波银行,股票型,20221025,,,20220926,,1.7849,1.0,0.15,,1.0,0.001,,中证500ESG基准指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20221031,20221031,O
134,016775.OF,中信建投红利智选C,中信建投基金,中信银行,混合型,20221025,,,20221010,,0.6339,1.5,0.25,,1.0,0.001,,中证红利指数收益率*70%+中证港股通高股息投资指数收益率*20%+中证综合债指数收益率*10%,L,混合型,契约型开放式,,,,O
135,016680.OF,中金中证500ESG基准指数增强A,中金基金,宁波银行,股票型,20221025,,,20220926,,0.8712,1.0,0.15,,1.0,0.001,,中证500ESG基准指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20221031,20221031,O
136,016774.OF,中信建投红利智选A,中信建投基金,中信银行,混合型,20221025,,,20221010,,1.9697,1.5,0.25,,1.0,0.001,,中证红利指数收益率*70%+中证港股通高股息投资指数收益率*20%+中证综合债指数收益率*10%,L,混合型,契约型开放式,,,,O
137,016638.OF,博道和瑞多元稳健6个月持有C,博道基金,交通银行,混合型,20221025,,,20220913,,0.8038,0.8,0.15,,1.0,0.001,,中债综合全价(总值)指数收益率*85%+沪深300指数收益率*13%+中证港股通综合指数(人民币)收益率*2%,L,混合型,契约型开放式,,,,O
138,016637.OF,博道和瑞多元稳健6个月持有A,博道基金,交通银行,混合型,20221025,,,20220913,,1.4118,0.8,0.15,,1.0,0.001,,中债综合全价(总值)指数收益率*85%+沪深300指数收益率*13%+中证港股通综合指数(人民币)收益率*2%,L,混合型,契约型开放式,,,,O
139,016210.OF,上投摩根瑞享A,上投摩根基金,中国邮政储蓄银行,债券型,20221024,,,20221012,,42.407,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率*95%+银行活期存款利率(税后)*5%,L,债券型,契约型开放式,,20221109,20221109,O
140,016211.OF,上投摩根瑞享C,上投摩根基金,中国邮政储蓄银行,债券型,20221024,,,20221012,,0.0003,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率*95%+银行活期存款利率(税后)*5%,L,债券型,契约型开放式,,20221109,20221109,O
141,015376.OF,泰信汇鑫三个月定开C,泰信基金,平安银行,债券型,20221024,,,20220819,,0.0006,0.3,0.1,,1.0,0.001,,中债-综合全价(总值)指数收益率*80%+1年期银行定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
142,015375.OF,泰信汇鑫三个月定开A,泰信基金,平安银行,债券型,20221024,,,20220819,,11.3503,0.3,0.1,,1.0,0.001,,中债-综合全价(总值)指数收益率*80%+1年期银行定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
143,015162.OF,景顺长城鑫景产业精选一年持有A,景顺长城基金,南京银行,混合型,20221021,,,20220720,,2.5517,1.5,0.25,,1.0,0.0001,,中证800指数收益率*50%+恒生指数收益率(使用估值汇率折算)*30%+中国债券总指数收益率*20%,L,混合型,契约型开放式,,,,O
144,016473.OF,景顺长城景丰E,景顺长城基金,兴业银行,货币市场型,20221021,,,,,,0.15,0.04,,1.0,,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20221021,20221021,O
145,016946.OF,国泰君安善元稳健养老目标一年持有,国泰君安资管,上海银行,混合型,20221021,,,20221020,,0.5201,0.6,0.1,,1.0,0.0001,,中债新综合指数(财富)收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,,,O
146,016907.OF,国泰君安善吾养老目标日期2045五年持有,国泰君安资管,中信银行,混合型,20221021,,,20221020,,0.5801,0.8,0.15,,1.0,0.0001,,沪深300指数收益率*70%+中债新综合指数(财富)收益率*30%,L,混合型,契约型开放式,,,,O
147,016687.OF,创金合信中债长三角中高等级信用债A,创金合信基金,华夏银行,债券型,20221021,,,20221010,,5.4006,0.2,0.05,,1.0,0.0001,,中债-长三角中高等级信用债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221028,20221028,O
148,016688.OF,创金合信中债长三角中高等级信用债C,创金合信基金,华夏银行,债券型,20221021,,,20221010,,0.0001,0.2,0.05,,1.0,0.0001,,中债-长三角中高等级信用债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221028,20221028,O
149,015163.OF,景顺长城鑫景产业精选一年持有C,景顺长城基金,南京银行,混合型,20221021,,,20220720,,0.1813,1.5,0.25,,1.0,0.0001,,中证800指数收益率*50%+恒生指数收益率(使用估值汇率折算)*30%+中国债券总指数收益率*20%,L,混合型,契约型开放式,,,,O
150,016924.OF,广发百发大数据策略价值C,广发基金,兴业银行,混合型,20221021,,,,,,1.0,0.1,,1.0,,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20221021,20221024,O
151,015217.OF,鹏扬成长领航A,鹏扬基金,中国工商银行,混合型,20221021,,,20220720,,0.652,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,,,O
152,015218.OF,鹏扬成长领航C,鹏扬基金,中国工商银行,混合型,20221021,,,20220720,,2.3265,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,,,O
153,016950.OF,鹏华睿投C,鹏华基金,招商银行,混合型,20221020,,,,,,1.5,0.2,,1.0,,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20221020,20221021,O
154,016843.OF,嘉实中证全指证券公司C,嘉实基金,招商银行,股票型,20221020,,,20221014,,0.009,0.5,0.1,,1.0,0.0001,,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221026,20221026,O
155,159630.SZ,中证100ETF基金,汇添富基金,中国工商银行,股票型,20221020,,20221101,20220910,,10.4511,0.15,0.05,,1.0,0.1,,中证100指数收益率,L,被动指数型,契约型开放式,,20221101,20221101,E
156,016859.OF,中加中债-新综合债,中加基金,上海银行,债券型,20221020,,,20221017,,0.1,0.15,0.05,,1.0,,,中债-新综合指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221110,20221110,O
157,016842.OF,嘉实中证全指证券公司A,嘉实基金,招商银行,股票型,20221020,,,20221014,,0.1003,0.5,0.1,,1.0,0.0001,,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221026,20221026,O
158,015793.OF,金鹰稳进配置六个月持有C,金鹰基金,中国邮政储蓄银行,混合型,20221019,,,20220909,,0.0512,0.6,0.2,,1.0,0.0001,,中证综合债指数收益率*85%+沪深300指数收益率*10%+中证港股通指数收益率*5%,L,混合型,契约型开放式,,20221024,20230419,O
159,015544.OF,百嘉百益C,百嘉基金,恒丰银行,债券型,20221019,,,20220923,,2.0002,0.8,0.2,,1.0,0.0001,,中债综合指数收益率*85%+沪深300指数收益率*10%+银行活期存款利率(税后)*5%,L,债券型,契约型开放式,,20221025,20221025,O
160,016820.OF,长信先优C,长信基金,中国工商银行,债券型,20221019,,,,,,0.6,0.1,,1.0,,,中证综合债指数收益率*80%+中证500指数收益率*20%,L,债券型,契约型开放式,,20221019,20221020,O
161,015543.OF,百嘉百益A,百嘉基金,恒丰银行,债券型,20221019,,,20220923,,0.0113,0.8,0.2,,1.0,0.0001,,中债综合指数收益率*85%+沪深300指数收益率*10%+银行活期存款利率(税后)*5%,L,债券型,契约型开放式,,20221025,20221025,O
162,561330.SH,矿业ETF,国泰基金,海通证券,股票型,20221019,,20221101,20220921,,5.087,0.5,0.1,,1.0,0.1,,中证有色金属矿业主题指数收益率,L,被动指数型,契约型开放式,,20221101,20221101,E
163,016027.OF,兴华安悦纯债A,兴华基金,恒丰银行,债券型,20221019,,,20220815,,10.0006,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20221020,20221020,O
164,560680.SH,消费ETF龙头,广发基金,华泰证券,股票型,20221019,,20221031,20220919,,2.9323,0.5,0.1,,1.0,0.1,,中证主要消费指数,L,被动指数型,契约型开放式,,20221031,20221031,E
165,016028.OF,兴华安悦纯债C,兴华基金,恒丰银行,债券型,20221019,,,20220815,,0.0014,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20221020,20221020,O
166,016906.OF,景顺长城品质投资C,景顺长城基金,中国农业银行,混合型,20221019,,,,,,1.5,0.25,,1.0,,,沪深300指数*80%+中证全债指数*20%,L,混合型,契约型开放式,,20221019,20221019,O
167,015792.OF,金鹰稳进配置六个月持有A,金鹰基金,中国邮政储蓄银行,混合型,20221019,,,20220909,,0.3806,0.6,0.2,,1.0,0.0001,,中证综合债指数收益率*85%+沪深300指数收益率*10%+中证港股通指数收益率*5%,L,混合型,契约型开放式,,20221024,20230419,O
168,016177.OF,西藏东财稳健配置六个月持有A,西藏东财基金,中国民生银行,混合型,20221018,,,20220919,,0.2289,0.6,0.15,,1.0,0.0001,,中债总全价指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,,,O
169,016178.OF,西藏东财稳健配置六个月持有C,西藏东财基金,中国民生银行,混合型,20221018,,,20220919,,0.0877,0.6,0.15,,1.0,0.0001,,中债总全价指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,,,O
170,016707.OF,华夏中证细分有色金属产业主题联接A,华夏基金,中信银行,股票型,20221018,,,20220926,,0.123,0.5,0.1,,1.0,0.0001,,中证细分有色金属产业主题指数收益率*95%+人民币活期存款(税后)利率*5%,L,被动指数型,契约型开放式,,20221024,20221024,O
171,016752.OF,中信建投景信A,中信建投基金,宁波银行,债券型,20221018,,,20220926,,2.1,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20221024,20221024,O
172,016753.OF,中信建投景信C,中信建投基金,宁波银行,债券型,20221018,,,20220926,,0.0,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20221024,20221024,O
173,016407.OF,中泰稳固30天持有A,中泰资管,平安银行,债券型,20221018,,,20221010,,1.8329,0.3,0.05,,1.0,0.0001,,中债综合财富(1-3年)指数收益率*45%+中债综合财富(1年以下)指数收益率*45%+一年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20221025,,O
174,013616.OF,广发睿智两年持有A,广发基金,中国建设银行,混合型,20221018,,,20220914,,0.1271,1.5,0.25,,1.0,0.0001,,中证800指数收益率*45%+人民币计价的恒生指数收益率*40%+中证全债指数收益率*15%,L,混合型,契约型开放式,,,,O
175,016709.OF,泉果旭源三年持有A,泉果基金,招商银行,混合型,20221018,,,20221013,,86.4535,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,,,O
176,016710.OF,泉果旭源三年持有C,泉果基金,招商银行,混合型,20221018,,,20221013,,12.6212,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,,,O
177,016511.OF,嘉实年年红一年持有C,嘉实基金,中信银行,债券型,20221018,,,20220926,,0.9723,0.2,0.05,,1.0,0.0001,,中债总全价指数收益率,L,债券型,契约型开放式,,,,O
178,016510.OF,嘉实年年红一年持有A,嘉实基金,中信银行,债券型,20221018,,,20220926,,1.6354,0.2,0.05,,1.0,0.0001,,中债总全价指数收益率,L,债券型,契约型开放式,,,,O
179,016408.OF,中泰稳固30天持有C,中泰资管,平安银行,债券型,20221018,,,20221010,,11.5412,0.3,0.05,,1.0,0.0001,,中债综合财富(1-3年)指数收益率*45%+中债综合财富(1年以下)指数收益率*45%+一年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20221025,,O
